dates,staff,ctv_collected,canvass_period,dow,doors_knocked,doors_rate,doors_contacted
2020-06-18,Sloan D. Gibson,33,1,Thu,18,0.2281367572606541,4
2020-09-18,Eric Shinseki,14,1,Fri,32,0.3356899458216503,10
2020-08-06,Tom Perez,3,1,Thu,26,0.15627120027784258,4
2020-07-27,Miriam Sapiro,11,1,Mon,0,0.660895963863004,0
2020-10-07,Ken Salazar,11,1,Wed,0,0.5634765453403815,0
2020-09-14,Tom Vilsack,6,1,Mon,0,0.659160750953015,0
2020-07-07,Rosemary DiCarlo,24,1,Tue,0,0.604150673688855,0
2020-10-21,Karen Mills,65,1,Wed,0,0.6552286582184024,0
2020-07-31,Karen Mills,13,1,Fri,32,0.033748512109741564,1
2020-08-02,Lisa P. Jackson,8,1,Sun,63,0.559520790562965,35
2020-04-24,Ash Carter,30,1,Fri,24,0.16762118550250307,4
2020-06-24,Susan Rice,12,1,Wed,0,0.7827472290489822,0
2020-10-30,Jack Lew,5,1,Fri,18,0.6731700571253896,12
2020-05-19,Ash Carter,16,1,Tue,0,0.34166611136170105,0
2020-05-18,Janet Napolitano,14,1,Mon,0,0.24765161393443122,0
2020-06-01,Sylvia Mathews Burwell,7,1,Mon,0,0.5767170870560221,0
2020-04-26,Loretta Lynch,10,1,Sun,38,0.2052626655087806,7
2020-05-10,Alan Krueger,10,1,Sun,51,0.479767620190978,24
2020-06-01,Maria Contreras-Sweet,31,1,Mon,0,0.6008574028732255,0
2020-08-18,Ken Salazar,10,1,Tue,0,0.6568876885809004,0
2020-10-26,Christina Romer,54,1,Mon,0,0.4320409746840596,0
2020-04-16,Cameron Kerry,11,1,Thu,20,0.10097177071729675,2
2020-04-09,Jack Lew,4,1,Thu,0,0.8085811616852879,0
2020-04-09,William M. Daley,32,1,Thu,17,0.12399506364017725,2
2020-06-30,Jack Lew,20,1,Tue,0,0.5531351132784038,0
2020-05-25,Rebecca Blank,14,1,Mon,0,0.7333752611419185,0
2020-04-24,Kathleen Sebelius,20,1,Fri,27,0.06772580816177651,1
2020-10-04,Miriam Sapiro,42,1,Sun,39,0.5588081609690562,21
2020-05-03,Sylvia Mathews Burwell,11,1,Sun,46,0.11081919346470386,5
2020-07-29,Gina McCarthy,22,1,Wed,0,0.26311966341454535,0
2020-07-20,Bob McDonald,26,1,Mon,0,0.7406055355328135,0
2020-06-07,Michael Scuse,27,1,Sun,43,0.06383193444926291,2
2020-08-27,Lisa P. Jackson,6,1,Thu,52,0.07441960438154638,3
2020-09-10,Rosemary DiCarlo,9,1,Thu,0,0.23534706589998677,0
2020-10-24,William M. Daley,4,1,Sat,105,0.2683121981914155,28
2020-06-18,Rosemary DiCarlo,25,1,Thu,20,0.6012900155968964,12
2020-06-15,Demetrios Marantis,10,1,Mon,0,0.8156088988296687,0
2020-07-08,Eric Holder,15,1,Wed,0,0.5892792418715543,0
2020-08-24,Seth Harris,23,1,Mon,0,0.6890835044556297,0
2020-07-24,Tom Vilsack,10,1,Fri,35,0.24628616175614296,8
2020-04-01,Janet Napolitano,29,1,Wed,0,0.2184972170041874,0
2020-10-05,Cameron Kerry,7,1,Mon,0,0.4371817787992768,0
2020-07-30,Chuck Hagel,5,1,Thu,29,0.35620031364960597,10
2020-10-13,Timothy Geithner,25,1,Tue,0,0.11389891039580106,0
2020-10-24,Anthony Foxx,11,1,Sat,167,0.37745173829607664,63
2020-10-13,Rosemary DiCarlo,10,1,Tue,0,0.4821699854684994,0
2020-08-29,John Kerry,14,1,Sat,186,0.4148394633666612,77
2020-09-29,Pete Rouse,16,1,Tue,0,0.30628101915353906,0
2020-07-10,Lisa P. Jackson,4,1,Fri,61,0.2763580956496298,16
2020-08-15,Jason Furman,7,1,Sat,69,0.5244818041683175,36
2020-07-05,William M. Daley,6,1,Sun,30,0.6965392460813745,20
2020-10-28,Jeanne Hulit,16,1,Wed,0,0.34948516950244085,0
2020-05-31,Jason Furman,15,1,Sun,37,0.4322744482080452,15
2020-10-30,Timothy Geithner,17,1,Fri,55,0.23537356848828495,12
2020-08-27,Michael Froman,7,1,Thu,0,0.6777206557337194,0
2020-10-15,Seth Harris,22,1,Thu,19,0.5522702147718519,10
2020-08-24,Ernest Moniz,28,1,Mon,0,0.7125903693260625,0
2020-06-29,Ron Kirk,12,1,Mon,0,0.5660987598937935,0
2020-10-20,Kathleen Sebelius,32,1,Tue,0,0.08960169011261314,0
2020-05-03,Susan Rice,33,1,Sun,22,0.0025078957085497675,0
2020-04-04,Sally Jewell,27,1,Sat,85,0.15255359950242564,12
2020-08-04,Maria Contreras-Sweet,28,1,Tue,0,0.41713448816444726,0
2020-07-20,Bob Perciasepe,7,1,Mon,0,0.24529679716797545,0
2020-06-02,Pete Rouse,19,1,Tue,0,0.789440659340471,0
2020-05-30,Lisa P. Jackson,7,1,Sat,41,0.2641341319889761,10
2020-08-11,Sloan D. Gibson,15,1,Tue,0,0.215550122060813,0
2020-06-24,Sylvia Mathews Burwell,17,1,Wed,0,0.23912804529536516,0
2020-06-03,Sloan D. Gibson,12,1,Wed,0,0.1874324308242649,0
2020-06-23,Eric Holder,22,1,Tue,0,0.5240725962095893,0
2020-09-26,Jeffrey Zients,22,1,Sat,205,0.035307045583613215,7
2020-05-21,Kathleen Sebelius,21,1,Thu,0,0.8407352445181459,0
2020-10-31,Jeanne Hulit,2,1,Sat,56,0.4602567386580631,25
2020-08-12,Edward C. Hugler,18,1,Wed,0,0.35300189801491794,0
2020-09-28,Daniel Poneman,18,1,Mon,0,0.13548466089414432,0
2020-05-22,Neal S. Wolin,1,1,Fri,37,0.7492727172677405,27
2020-09-15,Hilda Solis,33,1,Tue,0,0.46980539095820856,0
2020-04-13,Hillary Clinton,24,1,Mon,0,0.763030452793464,0
2020-07-21,Rahm Emanuel,9,1,Tue,0,0.6986869331914931,0
2020-10-04,Rand Beers,12,1,Sun,15,0.0470281426445581,0
2020-10-31,Rebecca Blank,9,1,Sat,30,0.34465688694035634,10
2020-06-26,Lisa P. Jackson,13,1,Fri,61,0.1648154643480666,10
2020-07-11,Karen Mills,58,1,Sat,50,0.6201314405421726,31
2020-07-01,Ron Kirk,21,1,Wed,0,0.7888535969774239,0
2020-10-16,Julian Castro,9,1,Fri,81,0.2763339196448214,22
2020-07-14,Anthony Foxx,12,1,Tue,0,0.2268055614316836,0
2020-10-22,Denis McDonough,1,1,Thu,15,0.8341901996289379,12
2020-04-27,Samantha Power,7,1,Mon,0,0.6043275223346427,0
2020-08-01,Joe Biden,5,1,Sat,35,0.8179446427966468,28
2020-09-06,Eric Shinseki,8,1,Sun,37,0.12163546308875084,4
2020-04-01,Austan Goolsbee,6,1,Wed,0,0.7998338325531221,0
2020-08-15,Daniel Poneman,6,1,Sat,68,0.8075199704617262,54
2020-06-20,Sylvia Mathews Burwell,2,1,Sat,63,0.7758910950506106,48
2020-04-19,Shaun Donovan,4,1,Sun,20,0.41037404272938144,8
2020-08-25,William M. Daley,15,1,Tue,0,0.2078997065895237,0
2020-08-11,Jeffrey Zients,15,1,Tue,0,0.7872373194666579,0
2020-04-21,Ray LaHood,9,1,Tue,0,0.7884086735080927,0
2020-06-26,Christina Romer,15,1,Fri,46,0.18432931031566113,8
2020-04-22,William M. Daley,18,1,Wed,0,0.13660473352065308,0
2020-09-20,Denis McDonough,3,1,Sun,56,0.8052551043685525,45
2020-08-14,Neal S. Wolin,6,1,Fri,37,0.6547896032570861,24
2020-06-27,Eric Shinseki,21,1,Sat,73,0.049100526701658966,3
2020-04-01,Steven Chu,19,1,Wed,0,0.17310946573270483,0
2020-08-11,Neal S. Wolin,17,1,Tue,0,0.7653954549925401,0
2020-08-07,Jeffrey Zients,35,1,Fri,99,0.026239926798734815,2
2020-10-15,Jason Furman,7,1,Thu,21,0.5838767064153216,12
2020-06-25,Karen Mills,12,1,Thu,26,0.5396110525471158,14
2020-10-27,Gina McCarthy,12,1,Tue,0,0.45871647032909096,0
2020-05-26,Demetrios Marantis,7,1,Tue,0,0.3270049808430485,0
2020-05-01,Ron Kirk,5,1,Fri,76,0.497377093648538,37
2020-07-23,Tom Perez,7,1,Thu,50,0.25064328404841946,12
2020-07-08,Rebecca Blank,3,1,Wed,0,0.20123894741991535,0
2020-07-23,Ken Salazar,9,1,Thu,34,0.46450127635616806,15
2020-04-19,Gary Locke,4,1,Sun,67,0.5052494902396575,33
2020-08-08,Bob McDonald,7,1,Sat,96,0.6869950628955849,65
2020-08-27,Pete Rouse,10,1,Thu,24,0.3081061578006484,7
2020-07-29,Joe Biden,12,1,Wed,0,0.29767331847688183,0
2020-08-13,Sloan D. Gibson,30,1,Thu,0,0.13203571144258602,0
2020-06-04,Hilda Solis,13,1,Thu,27,0.34147875489434226,9
2020-06-01,Alan Krueger,19,1,Mon,0,0.6903257270692847,0
2020-08-09,Anthony Foxx,5,1,Sun,27,0.6512125391280278,17
2020-05-07,Ray LaHood,29,1,Thu,19,0.8180542118963785,15
2020-10-17,Ash Carter,11,1,Sat,42,0.06645502988249063,2
2020-11-02,Neal S. Wolin,8,1,Mon,0,0.18918633417924866,0
2020-09-10,Pete Rouse,42,1,Thu,29,0.44191201474750413,12
2020-07-16,Cameron Kerry,10,1,Thu,0,0.822293592360802,0
2020-10-20,Rosemary DiCarlo,30,1,Tue,0,0.02722719912417233,0
2020-08-12,Jeh Johnson,6,1,Wed,0,0.04465321644674986,0
2020-06-24,Kathleen Sebelius,10,1,Wed,0,0.2532937560230493,0
2020-05-13,Susan Rice,10,1,Wed,0,0.12748442273586988,0
2020-09-04,Denis McDonough,21,1,Fri,17,0.7783890329184942,13
2020-10-20,Rebecca Blank,17,1,Tue,0,0.7158812120324001,0
2020-08-29,Anthony Foxx,21,1,Sat,71,0.3363691668957472,23
2020-10-10,Steven Chu,42,1,Sat,35,0.84032013064716,29
2020-05-20,Janet Napolitano,12,1,Wed,0,0.0782833750010468,0
2020-07-28,Eric Holder,5,1,Tue,0,0.5995927580981515,0
2020-05-15,Hilda Solis,11,1,Fri,117,0.134639309567865,15
2020-07-26,Ray LaHood,6,1,Sun,35,0.41970067512011155,14
2020-10-28,Miriam Sapiro,27,1,Wed,0,0.4004674446885474,0
2020-09-22,Gina McCarthy,34,1,Tue,0,0.0652101104031317,0
2020-05-15,Lisa P. Jackson,3,1,Fri,107,0.7051943296217359,75
2020-06-26,Jeh Johnson,4,1,Fri,29,0.6743806826532818,19
2020-09-27,Sylvia Mathews Burwell,25,1,Sun,17,0.38072336689801883,6
2020-07-05,Demetrios Marantis,9,1,Sun,20,0.40544838089263063,8
2020-06-25,Bob Perciasepe,22,1,Thu,19,0.2047490219352767,3
2020-04-07,Timothy Geithner,23,1,Tue,0,0.6476337789441459,0
2020-04-30,Sylvia Mathews Burwell,5,1,Thu,17,0.35581536560785026,6
2020-08-25,Joe Biden,19,1,Tue,0,0.6739884732407517,0
2020-04-14,Eric Shinseki,25,1,Tue,0,0.26452249074354767,0
2020-11-03,Steven Chu,29,1,Tue,0,0.6840140894055367,0
2020-04-25,Hillary Clinton,3,1,Sat,68,0.11299169621197507,7
2020-08-14,Leon Panetta,5,1,Fri,39,0.4781837038812227,18
2020-04-06,Sylvia Mathews Burwell,20,1,Mon,0,0.3640164366457611,0
2020-04-24,Samantha Power,3,1,Fri,24,0.63431400336558,15
2020-07-08,Rand Beers,11,1,Wed,0,0.8275823011645116,0
2020-09-21,Michael Scuse,12,1,Mon,0,0.28444963657530026,0
2020-09-29,Jeh Johnson,13,1,Tue,0,0.8035360498935915,0
2020-09-05,Miriam Sapiro,8,1,Sat,53,0.24907579473219812,13
2020-06-01,Hilda Solis,26,1,Mon,0,0.5428719118935987,0
2020-08-18,Christina Romer,16,1,Tue,0,0.656385306851007,0
2020-10-26,Neal S. Wolin,16,1,Mon,0,0.2521108270506374,0
2020-07-26,Steven Chu,11,1,Sun,42,0.21770009419415146,9
2020-07-03,Jeffrey Zients,6,1,Fri,69,0.5411650899914093,37
2020-09-05,Christina Romer,6,1,Sat,119,0.7593998635886237,90
2020-05-08,Kathleen Sebelius,22,1,Fri,15,0.1739402444451116,2
2020-06-09,Julian Castro,22,1,Tue,0,0.680643123248592,0
2020-06-24,Alan Krueger,19,1,Wed,0,0.3311102577950805,0
2020-04-12,Joe Biden,3,1,Sun,29,0.26021399258170275,7
2020-05-31,Eric Holder,10,1,Sun,40,0.6795610414585098,27
2020-09-03,Anthony Foxx,25,1,Thu,0,0.25321114786202087,0
2020-06-11,Shaun Donovan,10,1,Thu,23,0.43924558719154444,10
2020-08-09,Maria Contreras-Sweet,9,1,Sun,42,0.5247072185622528,22
2020-07-23,Christina Romer,6,1,Thu,0,0.2093349271803163,0
2020-10-04,Hillary Clinton,11,1,Sun,72,0.5075722046662122,36
2020-07-25,Loretta Lynch,9,1,Sat,59,0.34865052687237036,20
2020-04-25,Ash Carter,6,1,Sat,42,0.6867170994984917,28
2020-09-16,Bob Perciasepe,20,1,Wed,0,0.7668414230691268,0
2020-04-14,John King Jr.,10,1,Tue,0,0.07719212125521153,0
2020-09-01,Julian Castro,20,1,Tue,0,0.5139170066337101,0
2020-04-11,William M. Daley,10,1,Sat,103,0.180610587017145,18
2020-09-17,Denis McDonough,19,1,Thu,16,0.12472371372859925,1
2020-09-18,Steven Chu,16,1,Fri,0,0.01534951365320012,0
2020-07-29,Lisa P. Jackson,18,1,Wed,0,0.1342452170792967,0
2020-10-03,Gary Locke,8,1,Sat,39,0.508179717650637,19
2020-05-16,Leon Panetta,8,1,Sat,134,0.6997936920844949,93
2020-05-20,Julian Castro,15,1,Wed,0,0.8172180350986309,0
2020-08-25,Loretta Lynch,17,1,Tue,0,0.7645554407965391,0
2020-07-06,Ernest Moniz,21,1,Mon,0,0.026776179554872215,0
2020-08-22,John Kerry,4,1,Sat,55,0.6821024157456123,37
2020-04-17,Rosemary DiCarlo,11,1,Fri,28,0.07086889381753281,1
2020-06-14,Ray LaHood,16,1,Sun,0,0.13111466362606733,0
2020-09-23,Miriam Sapiro,16,1,Wed,0,0.6502370071830228,0
2020-06-15,Sloan D. Gibson,19,1,Mon,0,0.5319474717718549,0
2020-04-12,Michael Froman,4,1,Sun,32,0.5938033562968484,19
2020-10-05,William M. Daley,9,1,Mon,0,0.19455021423054858,0
2020-07-30,Shaun Donovan,26,1,Thu,23,0.5721542608225718,13
2020-10-15,Neal S. Wolin,4,1,Thu,20,0.0716613975004293,1
2020-09-13,Leon Panetta,5,1,Sun,0,0.2725936877191998,0
2020-07-28,Gary Locke,4,1,Tue,0,0.8198718121042475,0
2020-07-13,Rosemary DiCarlo,9,1,Mon,0,0.119936575635802,0
2020-06-15,Ash Carter,13,1,Mon,0,0.30444980716565623,0
2020-08-02,Ash Carter,8,1,Sun,0,0.5241840600618161,0
2020-10-24,Ron Kirk,6,1,Sat,23,0.6883131979149766,15
2020-05-27,Ron Kirk,30,1,Wed,0,0.7154228256084024,0
2020-04-24,Samantha Power,5,1,Fri,50,0.8363098345464095,41
2020-05-26,Steven Chu,19,1,Tue,0,0.7947501276968978,0
2020-05-10,Janet Napolitano,8,1,Sun,59,0.4715116092469543,27
2020-07-25,Pete Rouse,9,1,Sat,121,0.5702222924912348,68
2020-09-22,Penny Pritzker,9,1,Tue,0,0.7658169665723108,0
2020-07-14,Eric Shinseki,3,1,Tue,0,0.19530345750972627,0
2020-05-09,Chuck Hagel,4,1,Sat,126,0.7722362597822211,97
2020-06-26,John Kerry,13,1,Fri,53,0.17280697306850926,9
2020-09-24,Ray LaHood,17,1,Thu,0,0.5328253398532979,0
2020-10-22,Miriam Sapiro,40,1,Thu,16,0.2255612954380922,3
2020-05-08,Rebecca Blank,6,1,Fri,47,0.7941066175815649,37
2020-06-17,Jeffrey Zients,6,1,Wed,0,0.44756310179363934,0
2020-08-31,Daniel Poneman,4,1,Mon,0,0.46060440872097386,0
2020-10-26,Bob McDonald,11,1,Mon,0,0.25828122668899595,0
2020-07-02,Shaun Donovan,14,1,Thu,0,0.7463344408199191,0
2020-04-30,Peter R. Orszag,3,1,Thu,52,0.7642924363259226,39
2020-09-24,Gina McCarthy,15,1,Thu,0,0.5492642948287539,0
2020-09-23,Ernest Moniz,16,1,Wed,0,0.7154405918321572,0
2020-10-15,Rebecca Blank,21,1,Thu,0,0.4622314014588483,0
2020-08-31,Jeh Johnson,44,1,Mon,0,0.5348875806317664,0
2020-07-09,John Bryson,4,1,Thu,21,0.42363300296710804,8
2020-04-18,Ash Carter,6,1,Sat,51,0.2337137846974656,11
2020-09-06,Robert Gates,16,1,Sun,33,0.2528754147002473,8
2020-10-20,Ray LaHood,26,1,Tue,0,0.14402333273319526,0
2020-04-08,Penny Pritzker,8,1,Wed,0,0.3388723257230595,0
2020-04-24,Lisa P. Jackson,7,1,Fri,39,0.5139576783054508,20
2020-06-26,Edward C. Hugler,7,1,Fri,105,0.2118685215828009,22
2020-05-04,Loretta Lynch,35,1,Mon,0,0.5144897366408259,0
2020-04-25,Chuck Hagel,6,1,Sat,127,0.28485930941533294,36
2020-06-02,Loretta Lynch,22,1,Tue,0,0.11155806955648585,0
2020-08-05,Hillary Clinton,18,1,Wed,0,0.3985010367468931,0
2020-05-01,Peter R. Orszag,10,1,Fri,28,0.07499686089577152,2
2020-07-17,Peter R. Orszag,4,1,Fri,46,0.7771850989898667,35
2020-06-18,Eric Shinseki,3,1,Thu,26,0.7117641984601505,18
2020-06-28,Tom Perez,16,1,Sun,0,0.3232924448791891,0
2020-06-01,Michael Froman,14,1,Mon,0,0.17394762218464166,0
2020-07-02,Ray LaHood,15,1,Thu,29,0.3777526237652637,10
2020-07-10,Demetrios Marantis,5,1,Fri,31,0.7805006476934068,24
2020-09-27,Timothy Geithner,6,1,Sun,31,0.42512869731290265,13
2020-06-17,Robert Gates,9,1,Wed,0,0.4433594451518729,0
2020-07-05,Tom Perez,11,1,Sun,32,0.27762381960637866,8
2020-04-02,Christina Romer,23,1,Thu,0,0.47956364575074983,0
2020-10-28,Hillary Clinton,18,1,Wed,0,0.5346474226331338,0
2020-06-13,Ken Salazar,2,1,Sat,146,0.7325216341763735,106
2020-04-07,Sylvia Mathews Burwell,23,1,Tue,0,0.7301028080633841,0
2020-06-17,Ken Salazar,21,1,Wed,0,0.5569868943537585,0
2020-08-17,Sylvia Mathews Burwell,11,1,Mon,0,0.8020022871321998,0
2020-06-02,William M. Daley,17,1,Tue,0,0.68018929756945,0
2020-10-31,Timothy Geithner,8,1,Sat,59,0.7010583956376649,41
2020-04-18,Jeh Johnson,14,1,Sat,62,0.12789836559677495,7
2020-04-28,Tom Vilsack,4,1,Tue,0,0.7759157917462289,0
2020-05-28,Tom Perez,25,1,Thu,0,0.23431552891852334,0
2020-05-17,Edward C. Hugler,13,1,Sun,40,0.39715484854532407,15
2020-10-23,Gina McCarthy,7,1,Fri,82,0.3169296465232037,25
2020-06-14,Ray LaHood,12,1,Sun,35,0.340356226649601,11
2020-06-27,Gary Locke,41,1,Sat,53,0.07629937380552292,4
2020-07-26,Loretta Lynch,4,1,Sun,24,0.4646156047005206,11
2020-05-30,Daniel Poneman,2,1,Sat,69,0.8178625559201463,56
2020-06-28,Kathleen Sebelius,18,1,Sun,0,0.6868472965434194,0
2020-07-04,Karen Mills,10,1,Sat,108,0.11693983101285994,12
2020-06-09,Edward C. Hugler,25,1,Tue,0,0.7690850502811372,0
2020-04-01,Tom Vilsack,34,1,Wed,0,0.637945594964549,0
2020-10-29,Austan Goolsbee,26,1,Thu,16,0.25610029828967523,4
2020-04-25,Michael Scuse,18,1,Sat,96,0.1148162280791439,11
2020-07-29,Demetrios Marantis,19,1,Wed,0,0.6320859861909411,0
2020-09-05,Eric Shinseki,7,1,Sat,97,0.3275415334268473,31
2020-10-05,Rand Beers,18,1,Mon,0,0.5506764235440641,0
2020-08-11,Rebecca Blank,52,1,Tue,0,0.23759928975487127,0
2020-04-01,Denis McDonough,18,1,Wed,0,0.7131780372816138,0
2020-06-10,Michael Scuse,18,1,Wed,0,0.19680359069025144,0
2020-10-06,Janet Napolitano,6,1,Tue,0,0.35228629329940303,0
2020-07-19,John King Jr.,2,1,Sun,39,0.7885564523283392,30
2020-10-14,Loretta Lynch,4,1,Wed,0,0.4044753031805158,0
2020-11-01,Maria Contreras-Sweet,6,1,Sun,34,0.19144452351611108,6
2020-06-08,Rand Beers,5,1,Mon,0,0.40278598725562914,0
2020-04-03,Rosemary DiCarlo,9,1,Fri,61,0.5292538738925942,32
2020-06-29,Lisa P. Jackson,20,1,Mon,0,0.07441417581867427,0
2020-09-15,Tom Perez,4,1,Tue,0,0.7313356087659485,0
2020-10-24,Jeffrey Zients,7,1,Sat,69,0.11036323237931356,7
2020-09-05,Ash Carter,10,1,Sat,79,0.2838859512703493,22
2020-07-22,Ernest Moniz,28,1,Wed,0,0.46236011618748307,0
2020-09-07,Ash Carter,26,1,Mon,0,0.53678060520906,0
2020-10-02,Miriam Sapiro,3,1,Fri,63,0.31177805811166764,19
2020-09-25,John Bryson,5,1,Fri,26,0.5556306305574253,14
2020-09-04,John Bryson,19,1,Fri,49,0.19909101075027139,9
2020-07-05,Timothy Geithner,7,1,Sun,28,0.5479598493664525,15
2020-07-04,Daniel Poneman,18,1,Sat,74,0.04595756651833653,3
2020-09-29,Shaun Donovan,13,1,Tue,0,0.7991132637602277,0
2020-06-23,Lisa P. Jackson,5,1,Tue,0,0.5814013112336397,0
2020-08-25,Miriam Sapiro,18,1,Tue,0,0.411798856430687,0
2020-04-17,Julian Castro,2,1,Fri,71,0.7555907417554408,53
2020-09-27,Seth Harris,46,1,Sun,30,0.023762749671004713,0
2020-04-04,Cameron Kerry,18,1,Sat,32,0.1350209474330768,4
2020-04-25,Sally Jewell,5,1,Sat,56,0.790783700440079,44
2020-07-16,Shaun Donovan,28,1,Thu,43,0.15014183764578773,6
2020-08-27,Denis McDonough,34,1,Thu,0,0.04620446579065174,0
2020-08-10,Timothy Geithner,26,1,Mon,0,0.8259140341309831,0
2020-10-12,Sloan D. Gibson,33,1,Mon,0,0.7326250092126428,0
2020-06-06,John Bryson,10,1,Sat,54,0.15579144197981803,8
2020-07-27,John Bryson,13,1,Mon,0,0.721930830203928,0
2020-09-07,William M. Daley,24,1,Mon,0,0.11579652560176328,0
2020-05-04,Maria Contreras-Sweet,27,1,Mon,0,0.49646832115249706,0
2020-08-27,Shaun Donovan,25,1,Thu,0,0.5432141648721881,0
2020-10-09,Ron Kirk,7,1,Fri,63,0.5769374902709387,36
2020-06-19,Tom Vilsack,34,1,Fri,20,0.071914105117321,1
2020-04-08,John Bryson,16,1,Wed,0,0.8045056836446747,0
2020-07-22,Anthony Foxx,10,1,Wed,0,0.44472045473521576,0
2020-04-25,Timothy Geithner,44,1,Sat,128,0.2705556585686281,34
2020-10-13,Anthony Foxx,12,1,Tue,0,0.31483019010629504,0
2020-05-18,Sylvia Mathews Burwell,23,1,Mon,0,0.23260159902274608,0
2020-08-14,Tom Perez,11,1,Fri,50,0.3599306199932471,17
2020-06-18,Steven Chu,32,1,Thu,18,0.0987232283107005,1
2020-09-19,Daniel Poneman,18,1,Sat,91,0.5806777696940116,52
2020-10-24,John Bryson,4,1,Sat,83,0.8002360085141845,66
2020-08-27,Shaun Donovan,27,1,Thu,0,0.38989488369552416,0
2020-04-03,Loretta Lynch,12,1,Fri,53,0.598037418036256,31
2020-10-25,Karen Mills,7,1,Sun,23,0.3246508397278376,7
2020-07-18,John King Jr.,31,1,Sat,77,0.3381054294994101,26
2020-11-02,Joe Biden,20,1,Mon,0,0.6664578012190759,0
2020-07-01,Kathleen Sebelius,7,1,Wed,0,0.5785006139776669,0
2020-05-05,Bob McDonald,17,1,Tue,0,0.6965146331000142,0
2020-09-12,William M. Daley,4,1,Sat,112,0.23898233162472024,26
2020-06-10,Chuck Hagel,8,1,Wed,0,0.19966806025477127,0
2020-08-13,Sally Jewell,6,1,Thu,19,0.3589362382888794,6
2020-08-07,Maria Contreras-Sweet,8,1,Fri,19,0.31773331626318396,6
2020-04-11,Arne Duncan,28,1,Sat,143,0.048369075055234134,6
2020-06-25,Loretta Lynch,8,1,Thu,0,0.6064322183141485,0
2020-06-07,Karen Mills,4,1,Sun,33,0.7386121312272734,24
2020-07-03,Sloan D. Gibson,18,1,Fri,29,0.10080400398001074,2
2020-06-18,Cameron Kerry,18,1,Thu,15,0.05569221507757902,0
2020-09-10,Janet Napolitano,13,1,Thu,0,0.5486197698512114,0
2020-10-24,Jeanne Hulit,10,1,Sat,47,0.16516502382000908,7
2020-05-18,Maria Contreras-Sweet,26,1,Mon,0,0.48544947291957213,0
2020-09-27,Pete Rouse,21,1,Sun,73,0.1956932257511653,14
2020-04-06,Janet Napolitano,16,1,Mon,0,0.1427174399839714,0
2020-10-23,Leon Panetta,7,1,Fri,77,0.47520112933125347,36
2020-10-30,Christina Romer,24,1,Fri,22,0.6825586218386889,15
2020-09-24,Jeanne Hulit,30,1,Thu,0,0.6896919094026088,0
2020-08-24,Ron Kirk,14,1,Mon,0,0.8283845463767647,0
2020-06-04,Neal S. Wolin,8,1,Thu,17,0.24556959106121212,4
2020-10-03,Chuck Hagel,21,1,Sat,121,0.18682694637682287,22
2020-10-01,Lisa P. Jackson,16,1,Thu,28,0.3243652104400098,9
2020-06-21,Tom Perez,1,1,Sun,25,0.7878921767231076,19
2020-10-06,Gary Locke,20,1,Tue,0,0.7158542411983945,0
2020-07-26,Daniel Poneman,48,1,Sun,28,0.4089314679498784,11
2020-08-04,Bob Perciasepe,22,1,Tue,0,0.6328866556752473,0
2020-04-04,Arne Duncan,21,1,Sat,117,0.21691634706221521,25
2020-10-15,Kathleen Sebelius,10,1,Thu,37,0.6143115715007298,22
2020-08-17,John King Jr.,24,1,Mon,0,0.4831579969730228,0
2020-07-30,William M. Daley,24,1,Thu,17,0.7361225184751674,12
2020-08-26,Joe Biden,8,1,Wed,0,0.22164023279910908,0
2020-10-21,Sloan D. Gibson,11,1,Wed,0,0.4593182333512232,0
2020-05-10,Leon Panetta,1,1,Sun,31,0.5830482574529015,18
2020-07-06,Steven Chu,7,1,Mon,0,0.22693409863859415,0
2020-06-04,John King Jr.,31,1,Thu,17,0.03469106479315087,0
2020-07-08,John King Jr.,34,1,Wed,0,0.023144600819796322,0
2020-10-15,Christina Romer,1,1,Thu,20,0.8357384760282002,16
2020-09-15,Hilda Solis,10,1,Tue,0,0.6049454877269455,0
2020-08-26,Cameron Kerry,10,1,Wed,0,0.847812915139366,0
2020-08-15,Loretta Lynch,18,1,Sat,238,0.19840929309139027,47
2020-06-26,Gary Locke,3,1,Fri,44,0.8177018405753188,35
2020-04-12,Ernest Moniz,4,1,Sun,83,0.7809400442405604,64
2020-08-18,Demetrios Marantis,15,1,Tue,0,0.34900558872614057,0
2020-05-18,Penny Pritzker,19,1,Mon,0,0.19781874105101452,0
2020-04-20,Michael Froman,23,1,Mon,0,0.2993820353294723,0
2020-04-29,Timothy Geithner,13,1,Wed,0,0.7548099889419972,0
2020-10-08,Lisa P. Jackson,2,1,Thu,23,0.4450846930965781,10
2020-08-20,Janet Napolitano,5,1,Thu,29,0.40452657628338784,11
2020-04-07,Robert Gates,22,1,Tue,0,0.3820284395245835,0
2020-04-29,Neal S. Wolin,24,1,Wed,0,0.5415959168109111,0
2020-05-05,Seth Harris,17,1,Tue,0,0.6825130921672098,0
2020-07-12,Jeanne Hulit,17,1,Sun,81,0.4657781079877168,37
2020-09-10,Neal S. Wolin,23,1,Thu,34,0.173454448627308,5
2020-09-30,Seth Harris,6,1,Wed,0,0.25070470438804476,0
2020-10-07,Leon Panetta,12,1,Wed,0,0.09156448231078684,0
2020-04-03,Joe Biden,6,1,Fri,53,0.027157147508114574,1
2020-04-01,Miriam Sapiro,11,1,Wed,0,0.39917592763667925,0
